province,city,address,postalCode,longitude,latitude,price,buildingTypeId,tradeTypeId,listingDate,bedrooms,ownershiptype,daysOnMarket
Ontario,Wasaga Beach,1 MASTERS LANE,L9Z1S9,-79.994502,44.512203,540000.0,3,1,14/3/2018,3.0,Freehold,175
Alberta,Fort McMurray,271 Woodward Lane,T9H5K8,-111.46020800000001,56.724911999999996,799900.0,3,1,10/3/2018,8.0,Freehold,176
British Columbia,Richmond,6051 SPENDER DRIVE,V7E4B9,-123.1583729,49.1357143,1888000.0,3,1,2/3/2018,6.0,Freehold,187
Manitoba,La Salle,43 WOODBRIDGE DR,R0G0A2,-97.27802199999999,49.692190999999994,698540.0,3,1,8/3/2018,3.0,Freehold,178
Ontario,Lakeshore,911 LAKEWOOD,N0R1A0,-82.72491,42.28626,429900.0,3,1,2/3/2018,4.0,Freehold,185
Ontario,Embrun,5 HERITAGE STREET,K0A1W0,-75.28700500000001,45.275458,419900.0,3,1,17/3/2018,3.0,Freehold,164
Ontario,Brentwood,3400 McCarthy Drive Drive,L0M1N0,-79.936275,44.338384000000005,849900.0,3,1,13/3/2018,3.0,Freehold,173
Alberta,Arbour Lake,175 ARBOUR MEADOWS CL NW,T3G5J3,-114.22126999999999,51.131821,419900.0,3,1,17/3/2018,3.0,Freehold,169
Quebec,Sainte-Foy/Sillery/Cap-Rouge (Québec),#207 - 909 Rue Laudance,G1X5H7,-71.3338,46.760902,595000.0,1,1,4/3/2018,2.0,Condominium/Strata,183
Newfoundland & Labrador,Paradise,6 Father Lacey Place,A1L3R3,-52.895757999999994,47.561221999999994,359900.0,3,1,2/3/2018,5.0,Freehold,184
Quebec,Saint-Hubert (Longueuil),#206 - 2350 Boul. Jacques-Marcil,J3Y9A3,-73.40054059,45.49498141,178000.0,1,1,3/3/2018,2.0,Condominium/Strata,171
Quebec,Boischatel,#404 - 520 Côte de l'Église,G0A1H0,-71.134309,46.896227,159900.0,1,1,7/3/2018,2.0,Condominium/Strata,180
Saskatchewan,Grenfell Beach,Lake Address,S0G2B0,-102.759522,50.590561,324900.0,3,1,6/3/2018,4.0,Freehold,176
Quebec,Ville-Marie (Montréal),#1014 - 350 Boul. De Maisonneuve O.,H3A0B4,-73.56882979,45.50646293,2950.0,1,2,1/3/2018,2.0,Condominium/Strata,188
Quebec,Ville-Marie (Montréal),#704 - 370 Rue St-André,H2L0C4,-73.55011672,45.51298023,1950.0,1,2,5/3/2018,1.0,Condominium/Strata,181
Newfoundland & Labrador,St. John's,3 Dunns Place,A1E3E2,-52.74245,47.552246999999994,239900.0,3,1,6/3/2018,3.0,Freehold,180
Alberta,Downtown_Strathmore,#502 319 2 AV,T1P1T7,-113.39918200000001,51.04183,100000.0,1,1,6/3/2018,2.0,Condominium/Strata,180
Alberta,Sylvan Lake,37 Rafferty Court,T4S0C1,-114.07732800000001,52.302955,249900.0,6,1,8/3/2018,3.0,Freehold,178
Alberta,Edmonton,#210 5029 edgemont NW,T6N0B2,-113.6670065,53.4682934,344900.0,1,1,9/3/2018,2.0,Condominium/Strata,180
Alberta,Taber,94038 Range Road 163,T1G2E5,-112.104949,49.763690000000004,659000.0,19,1,7/3/2018,5.0,Freehold,179
Alberta,Prairie Springs,#11303 2781 Chinook Winds DR SW,T4B3S5,-114.03160600000001,51.268066,214999.0,6,1,4/3/2018,2.0,Condominium/Strata,173
Alberta,Lethbridge,685 Blackfoot Terrace W,T1K7Y6,-112.89838799999998,49.675312,321000.0,3,1,6/3/2018,3.0,Freehold,180
Alberta,Varsity,#403 3420 50 ST NW,T2E3E3,-114.16183500000001,51.083391999999996,228000.0,1,1,3/3/2018,2.0,Condominium/Strata,176
Nova Scotia,Clarence,2235 Clarence Road,B0S1C0,-65.2384652,44.8964484,325000.0,3,1,2/3/2018,4.0,Freehold,184
Alberta,Silverado,231 Silverado CM SW,T2H0H2,-114.07209099999999,50.880526,309000.0,6,1,2/3/2018,0.0,Condominium/Strata,167
Alberta,Silverado,231 Silverado CM SW,T2H0H2,-114.07209099999999,50.880526,309000.0,6,1,2/3/2018,4.0,Condominium/Strata,167
Alberta,Drayton Valley,4635 39 AV,T7A1T5,-114.97061000000001,53.20989,259900.0,12,1,1/3/2018,2.0,Freehold,180
Saskatchewan,Pilot Butte,502 2 Savanna CRES,S0G3Z0,-104.424207,50.484527,279900.0,6,1,1/3/2018,3.0,Condominium/Strata,174
Manitoba,Ashern,12 Poplar AVE,R0C0E0,-98.35373299999999,51.178771999999995,159900.0,3,1,6/3/2018,5.0,Freehold,179
Manitoba,Boissevain,742 Broadway ST,R0K0E0,-100.054456,49.234162,119500.0,3,1,4/3/2018,3.0,Freehold,183
Manitoba,Beausejour,99 PR 215 HWY,R0E0C0,-96.529677,50.062115999999996,219900.0,3,1,1/3/2018,3.0,Freehold,184
British Columbia,West Kelowna,"#7402 4022 Pritchard Drive,",V4T3E4,-119.589529,49.823161999999996,899900.0,1,1,2/3/2018,3.0,Condominium/Strata,185
British Columbia,PORT ALBERNI,5938 RIVER ROAD,V9Y6Z6,-124.84008100000001,49.264724,600000.0,3,1,1/3/2018,3.0,Freehold,185
Saskatchewan,Regina,47 Sneath CRES,S4R5R1,-104.666877,50.470034999999996,264900.0,3,1,1/3/2018,3.0,Freehold,177
British Columbia,Langley,21004 48 AVENUE,V3A3M2,-122.64066480000001,49.089301,980000.0,3,1,2/3/2018,3.0,Freehold,184
British Columbia,Chilliwack,205 45745 PRINCESS AVENUE,V2P2B5,-121.95835590000002,49.1719189,280000.0,1,1,2/3/2018,2.0,Strata,181
Ontario,Toronto,#211 -2167 LAKE SHORE BLVD W,M8V0A8,-79.4787462,43.625545100000004,599990.0,1,1,14/3/2018,2.0,Condominium/Strata,172
British Columbia,Vancouver,463 E 56TH AVENUE,V5X1R5,-123.0959385,49.21945170000001,1698000.0,3,1,7/3/2018,6.0,Freehold,182
Ontario,Ottawa,325 DONALD STREET,K1K1M4,-75.654248,45.428199,294900.0,3,1,16/3/2018,3.0,Freehold,165
Ontario,Eganville,141 DUQUETTE ROAD,K0J1T0,-77.160741,45.563944,634000.0,3,1,13/3/2018,5.0,Freehold,172
Ontario,Vankleek Hill,62 HIGH STREET,K0B1R0,-74.654078,45.517641,249900.0,3,1,3/3/2018,3.0,Freehold,183
Ontario,Renfrew,183 ROSS STREET,K7V2J1,-76.690664,45.468752,139900.0,3,1,7/3/2018,3.0,Freehold,177
Ontario,Niagara Falls,6391 SAM IORFIDA Drive,L2G0H4,-79.100734,43.066194,749000.0,3,1,2/3/2018,5.0,Freehold,175
Ontario,Wasaga Beach,5 DEANNA DR,L9Z1J5,-80.064109,44.468511,819900.0,3,1,8/3/2018,5.0,Freehold,168
Ontario,Bainsville,6214 SHANNON LANE,K0C1E0,-74.417253,45.171898999999996,454900.0,3,1,7/3/2018,3.0,Freehold,179
Manitoba,The Pas,91 Trager DR,R9A1K4,-101.239073,53.815065000000004,265000.0,3,1,16/3/2018,3.0,Freehold,171
Quebec,Les Chutes-de-la-Chaudière-Ouest (Lévis),#408 - 985 Route des Rivières,G7A0P6,-71.29971921,46.7273815,264000.0,1,1,2/3/2018,3.0,Condominium/Strata,179
Newfoundland & Labrador,Paradise,46 Howard Avenue,A1L3M8,-52.897195999999994,47.555454,375000.0,3,1,2/3/2018,3.0,Freehold,185
Ontario,Erin,9593 WELLINGTON RD 124,N0B1T0,-80.05824969999999,43.7650341,639000.0,3,1,11/3/2018,3.0,Freehold,178
New Brunswick,Moncton,84 Cumberland ST,E1G0Z8,-64.83164000000001,46.135902,249900.0,3,1,1/3/2018,3.0,Freehold,185
Quebec,Ville-Marie (Montréal),#3202 - 405 Rue de la Concorde,H3A0H1,-73.57047763,45.50728502,4100.0,1,2,3/3/2018,2.0,Condominium/Strata,173
Ontario,Port Hope,1044B PORT BRITAIN ROAD,L1A3V7,-78.364455,43.931745,1395000.0,3,1,17/3/2018,3.0,Freehold,172
Quebec,Bromont,#105 - 130 Boul. de Bromont,J2L2K8,-72.641227,45.315503,1700.0,1,2,21/3/2018,1.0,Condominium/Strata,168
Ontario,Aurora,186 AURORA HEIGHTS DR,L4G6C5,-79.48607559999999,44.0002638,978000.0,3,1,19/3/2018,4.0,Freehold,167
Alberta,McKenzie Towne,#110 78 PRESTWICK GD SE,T2Z3V2,-113.96328999999999,50.917646999999995,249900.0,1,1,21/3/2018,2.0,Condominium/Strata,165
Alberta,Edmonton,16882 58A ST NW,T5Y0N1,-113.42628140000001,53.6307552,459900.0,3,1,10/3/2018,3.0,Freehold,176
Ontario,Carleton Place,2765 10TH LINE W,K7C0C4,-76.1428284645081,45.100773148434705,347000.0,3,1,6/3/2018,3.0,Freehold,175
Alberta,Beltline,1501 11 ST SW,T2R1R3,-114.089359,51.038534000000006,328000.0,6,1,2/3/2018,2.0,Condominium/Strata,166
British Columbia,Richmond,700 8111 ANDERSON ROAD,V6Y1S1,-123.13491599999999,49.163669,579900.0,1,1,17/3/2018,1.0,Strata,172
Ontario,London,3426 FRONTIER ROAD,N6P0A8,-81.301087,42.929041,864892.0,3,1,1/3/2018,4.0,Freehold,180
Saskatchewan,Dundurn Rm No. 314,11 Pheasant MDWS,S0K1K0,-106.495972,51.937426,519900.0,3,1,10/3/2018,3.0,Freehold,177
Nova Scotia,Halifax,301 2116 GOTTINGEN Street,B3K0C5,-63.5837108,44.6518223,349900.0,1,1,14/3/2018,2.0,Condominium/Strata,170
Ontario,Dungannon,62 BERRY Avenue,N0M1R0,-81.597669,43.854656,159900.0,3,1,6/3/2018,3.0,Freehold,170
Alberta,Edmonton,12027 21 AV SW,T6W0C7,-113.53498,53.41199,499000.0,3,1,13/3/2018,3.0,Freehold,168
Ontario,Innisfil,3859 STONEGATE Place,L9S2X1,-79.516605,44.397574,1350000.0,3,1,27/3/2018,3.0,Freehold,162
Ontario,Erin,9593 Wellington Rd 124 .,N0B1T0,-80.05824100000001,43.765041,639000.0,3,1,11/3/2018,3.0,Freehold,176
British Columbia,Bear Lake,540 KODIAK STREET,V0J3G0,-122.677806,54.496512,47900.0,3,1,15/3/2018,3.0,Freehold,167
Quebec,Chomedey (Laval),#302 - 3731 Boul. St-Elzear O.,H7P4K1,-73.563777,45.613271000000005,424999.0,1,1,10/3/2018,2.0,Condominium/Strata,174
Nova Scotia,Parrsboro,156 Queen Street,B0M1S0,-64.3281144,45.4043749,79000.0,3,1,13/3/2018,3.0,Freehold,162
Alberta,Lethbridge,4705 40 Avenue S,T1K8G2,-112.77667,49.655821,515000.0,3,1,3/3/2018,5.0,Freehold,179
British Columbia,Surrey,518 13963 105A AVENUE,V3T1X1,-122.834870539737,49.1938986633926,525800.0,1,1,2/3/2018,2.0,Strata,181
British Columbia,Lake Country,"13115 Trewhitt Road,",V4V2B1,-119.372184,50.073599,850000.0,3,1,7/3/2018,4.0,Freehold,174
Ontario,Trent Lakes,15 FIRE ROUTE 245,K0L1J0,-78.26141199999999,44.7316,1389500.0,3,1,5/3/2018,3.0,Freehold,164
Quebec,Brossard,#107 - 5855 Boul. Grande-Allée,J4Z3G4,-73.42566500000001,45.463751,219000.0,1,1,23/3/2018,2.0,Condominium/Strata,163
Newfoundland & Labrador,Blaketown,4 North Ridge Avenue,A0B1C0,-53.556851,47.497066,324900.0,3,1,23/3/2018,4.0,Freehold,163
Ontario,Brampton,41 OCTOBER PLACE,L6Y0K1,-79.75675,43.64539,670000.0,19,1,9/3/2018,4.0,Freehold,162
Ontario,Brampton,41 OCTOBER PLACE,L6Y0K1,-79.75675,43.64539,670000.0,19,1,9/3/2018,4.0,Freehold,162
Alberta,Whitecourt,44 ATKINSON CRES,T7S1C6,-115.660734,54.145734999999995,329900.0,3,1,15/3/2018,5.0,Freehold,172
Alberta,St. Albert,#163 70 WOODLANDS RD,T8N5J5,-113.600580878296,53.6459861481145,192900.0,6,1,8/3/2018,3.0,Condominium/Strata,176
Alberta,St. Albert,#163 70 WOODLANDS RD,T8N5J5,-113.600580878296,53.6459861481145,192900.0,6,1,8/3/2018,3.0,Freehold,176
Saskatchewan,Saskatoon,211 Pohorecky ST,S7W0J3,-106.571898,52.162527000000004,559900.0,3,1,10/3/2018,4.0,Freehold,167
Quebec,Rivière-du-Loup,#15 - 186 Boul. de l'Hôtel-de-Ville,G5R4S2,-69.545479,47.830395,194000.0,1,1,24/3/2018,2.0,Condominium/Strata,162
Saskatchewan,Buckland Rm No. 491,360 Pine DR,S0J2N0,-105.83006499999999,53.2171,449900.0,3,1,6/3/2018,4.0,Freehold,179
Saskatchewan,Regina,2700 Mackay ST,S4N2T7,-104.580866,50.436034,259900.0,3,1,9/3/2018,3.0,Freehold,165
Saskatchewan,Kronau,6 Leippi BY,S0G2T0,-104.295959,50.307121,319000.0,3,1,7/3/2018,5.0,Freehold,177
British Columbia,Langley,6971 206 STREET,V2Y0W4,-122.65181000000001,49.12916,1099000.0,3,1,13/3/2018,6.0,Freehold,173
Quebec,Le Vieux-Longueuil (Longueuil),#RJ3 - 105 Rue René-Philippe,J4R2J9,-73.49556,45.497384000000004,179000.0,1,1,13/3/2018,2.0,Condominium/Strata,173
British Columbia,Vernon,"721 7th Avenue,",V1H1Z1,-119.292598,50.352999,315000.0,3,1,14/3/2018,2.0,Leasehold,172
Alberta,Sylvan Lake,12 Wilkinson Circle,T4S2N7,-114.119316,52.313354,295000.0,3,1,14/3/2018,4.0,Freehold,163
Quebec,Ville-Marie (Montréal),#1204 - 1625 Av. Lincoln,H3H2T5,-73.580653,45.495748,2200.0,1,2,22/3/2018,2.0,Condominium/Strata,165
Alberta,Coalhurst,69 5301 2 Street,T0L0V0,-112.931928,49.745727,28700.0,17,1,10/3/2018,2.0,Freehold,165
Quebec,Candiac,#204 - 9 Av. de Sardaigne,J5R0E5,-73.50835429,45.37014615,326000.0,1,1,24/3/2018,2.0,Condominium/Strata,162
Alberta,Edmonton,#219 13908 136 ST NW,T6V1Y4,-113.55474309999998,53.602108900000005,197500.0,1,1,23/3/2018,2.0,Condominium/Strata,163
Alberta,Fort Saskatchewan,18 WHISTLER PL,T8L0B6,-113.25367,53.68036,480000.0,3,1,3/3/2018,4.0,Freehold,183
Alberta,Morinville,#D 10102 103 ST,T8R1S1,-113.6514612548,53.8036402619169,189997.0,14,1,23/3/2018,3.0,Condominium/Strata,163
Quebec,Sainte-Foy/Sillery/Cap-Rouge (Québec),#406 - 1111 Rue de Dijon,G0W0C6,-71.31062765,46.7549284,359000.0,1,1,3/3/2018,2.0,Condominium/Strata,183
Manitoba,Winnipeg,11 364 Ashland AVE,R3L1L7,-97.130948,49.861016,139900.0,19,1,1/3/2018,1.0,Freehold Condo,185
British Columbia,Vancouver,1902 5782 BERTON AVENUE,V6S0C1,-123.2338945,49.2553065,1880000.0,1,1,11/3/2018,2.0,Leasehold Condo/Strata,166
Alberta,Capitol Hill,1521 22 AV NW,T2M1R2,-114.09613999999999,51.072196999999996,739000.0,12,1,1/3/2018,4.0,Freehold,185
Alberta,Capitol Hill,1521 22 AV NW,T2M1R2,-114.09613999999999,51.072196999999996,739000.0,12,1,1/3/2018,6.0,Freehold,185
Newfoundland & Labrador,NORTH RIVER,11 FILLIERS Lane,A0A3C0,-53.304967000000005,47.544661,549000.0,3,1,24/3/2018,3.0,Freehold,162
Ontario,Ottawa,712 ST LAURENT BOULEVARD UNIT#2,K1K3A5,-75.644474,45.437259999999995,1600.0,1,2,12/3/2018,3.0,Freehold,171
Alberta,Rural Mountain View County,31302 RGE RD 50,T0M1X0,-114.57082,51.663729,694000.0,3,1,8/3/2018,2.0,Freehold,173
Ontario,Norwich,36 Main Street E,N0J1P0,-80.592292,42.988192,649900.0,3,1,13/3/2018,3.0,Freehold,168
New Brunswick,Canoose,1481 Route 745,E5A1H5,-67.385041,45.390442,64000.0,3,1,2/3/2018,2.0,Freehold,183
Alberta,Rural Ponoka County,422015 Range Road 20,T4J1V9,-114.14151299999999,52.61393399999999,699000.0,19,1,2/3/2018,5.0,Freehold,184
Ontario,Ottawa,478 WOODLAND AVENUE,K2B7C1,-75.775501,45.369238,649900.0,3,1,14/3/2018,4.0,Freehold,172
British Columbia,Smithers,4912 4TH AVENUE,V0J2N0,-127.189875490213,54.7975571951776,995000.0,3,1,9/3/2018,6.0,Freehold,173
Alberta,Sylvan Lake,167 Bowman Circle,T4S0H8,-114.10479299999999,52.296676,599900.0,3,1,20/3/2018,6.0,Freehold,165
Ontario,Gravenhurst,557 PENINSULA ROAD,P1P1T7,-79.454352,44.912251,799000.0,3,1,23/3/2018,4.0,Freehold,163
Ontario,Ancaster,135 JUDITH Crescent,L9G1L3,-79.985045,43.224862,2289000.0,3,1,6/3/2018,4.0,Freehold,165
Newfoundland & Labrador,St. John's,14 Ann Jeannette Place,A1A4Y8,-52.727079,47.612509,199900.0,9,1,21/3/2018,4.0,Freehold,165
Quebec,Saint-Hyacinthe,#8 - 950 Boul. Laurier E.,J2T1K1,-72.93639,45.630866,124500.0,1,1,7/3/2018,2.0,Condominium/Strata,182
Ontario,Oxford Mills,395 DONOGHUE ROAD,K0G1S0,-75.757882,44.94755,849700.0,3,1,5/3/2018,4.0,Freehold,179
Ontario,Sturgeon Falls,193 SALTER ST,P2B3B5,-79.9191051721573,46.363947208248796,185000.0,3,1,2/3/2018,2.0,Freehold,182
Manitoba,Niverville,144 St Andrews WAY,R0A0A1,-97.055942,49.597120000000004,369900.0,3,1,3/3/2018,3.0,Freehold,167
Ontario,Bradford West Gwillimbury,2324 LINE 10,L3Z3L2,-79.561915397644,44.1537429805144,1348000.0,3,1,21/3/2018,4.0,Freehold,166
Ontario,Markham,15 PAVILLION ST,L3R1N8,-79.3119148,43.861808700000005,1328000.0,3,1,2/3/2018,5.0,Freehold,185
Ontario,North Bay,205 MARSHALL PARK DRIVE,P1A3L1,-79.441806,46.27339,199900.0,19,1,7/3/2018,3.0,Freehold,178
Ontario,Toronto,4532 Kingston Rd,M1E2N8,-79.1981,43.7625,148000.0,2,1,13/3/2018,2.0,Condominium/Strata,173
Ontario,Wolfe Island,369 Holiday Point RD,K0H2Y0,-76.29061290000001,44.2258503,670000.0,3,1,13/3/2018,4.0,Freehold,165
Newfoundland & Labrador,Placentia,22 Burntwoods Place,A0B2Y0,-53.966517,47.221019,339900.0,3,1,23/3/2018,3.0,Freehold,163
Ontario,Garson,3273 Falconbridge Highway,P3L1E2,-80.869922,46.551734,249700.0,3,1,6/3/2018,5.0,Freehold,170
Ontario,Hawkesbury,97 FRONT ROAD,K6A2S8,-74.578276,45.605678000000005,585000.0,3,1,4/3/2018,3.0,Freehold,182
New Brunswick,Sussex,217 St. George Street,E4E1G1,-65.52425,45.7212,164900.0,3,1,3/3/2018,4.0,Freehold,181
Alberta,Tuscany,544 TUSCANY SPRINGS BV NW,T3L2S4,-114.247212,51.135046,715000.0,3,1,15/3/2018,2.0,Condominium/Strata,174
Alberta,Tuscany,544 TUSCANY SPRINGS BV NW,T3L2S4,-114.247212,51.135046,715000.0,3,1,15/3/2018,3.0,Condominium/Strata,174
Quebec,Saint-Jérôme,2537 Rue Schulz,J7Y0A7,-73.998921,45.811077000000004,154900.0,1,1,2/3/2018,2.0,Condominium/Strata,184
Newfoundland & Labrador,Mount Pearl,50 Nelder Drive,A1N4L7,-52.826159999999994,47.513483,319900.0,9,1,2/3/2018,5.0,Freehold,184
Quebec,Hull (Gatineau),#204 - 232 Boul. Alexandre-Taché,J9A1L4,-75.73555400000001,45.423526,149900.0,1,1,2/3/2018,2.0,Condominium/Strata,179
Ontario,Minett,1050 PAIGNTON HOUSE ROAD #S-249,P0B1G0,-79.641779,45.168248999999996,349900.0,19,1,10/3/2018,1.0,Condominium,179
Alberta,Bonnyville Town,4305 41 ST,T9N1W1,-110.71961999999999,54.26156999999999,314900.0,3,1,5/3/2018,4.0,Freehold,173
Ontario,London,6734 CROWN GRANT BOULEVARD,N6G5G7,-81.30283,42.932402,708294.0,3,1,14/3/2018,3.0,Freehold,171
Ontario,Hamilton,135 JUDITH CRES,L9G1L3,-79.9851475,43.224881700000005,2289000.0,3,1,6/3/2018,4.0,Freehold,166
Ontario,Whitchurch-Stouffville,51 FRANK BENNETT DR,L4A0M3,-79.230114,43.9818451,489000.0,19,1,23/3/2018,3.0,Leasehold Condo/Strata,162
Ontario,Kitchener,Lot 1 -  3 NETHERWOOD Road,N2P0B8,-80.435538,43.37368,699900.0,3,1,20/3/2018,4.0,Freehold,166
Quebec,Les Chutes-de-la-Chaudière-Est (Lévis),#7 - 9000 Rue de l'Attisée,G6X1H8,-71.265516,46.722786,139500.0,1,1,23/3/2018,2.0,Condominium/Strata,164
Alberta,Bayside,#205 1530 BAYSIDE AV,T4B4B5,-114.03576299999999,51.272245,317900.0,6,1,18/3/2018,3.0,Condominium/Strata,168
Ontario,Whitchurch-Stouffville,3985 STOUFFVILLE RD,L4A7X5,-79.3246632,43.9538092,2388000.0,3,1,10/3/2018,7.0,Freehold,176
Alberta,Hillcrest Mines,110 Adanac Heights,T0K1C0,-114.35981699999999,49.550813,785000.0,19,1,16/3/2018,3.0,Freehold,171
Newfoundland & Labrador,Humber Valley Resort,24 Hillside Drive,A2H2N2,-57.69186,49.011241,350000.0,3,1,9/3/2018,4.0,Freehold,177
British Columbia,Surrey,8230 152A STREET,V3S8N2,-122.7993923,49.152761600000005,1574900.0,3,1,16/3/2018,6.0,Freehold,167
Ontario,Tiny,12 COBBLESTONE ROAD,L0L2J0,-79.993371,44.676682,999000.0,3,1,2/3/2018,2.0,Freehold,168
New Brunswick,Lincoln,85 Garden Grove,E3B7G8,-66.57656,45.88855,169500.0,3,1,2/3/2018,3.0,Freehold,176
Quebec,Rosemont/La Petite-Patrie (Montréal),#305 - 4960 Rue Beaubien E.,H1T1V4,-73.57189357,45.57122931,244000.0,1,1,15/3/2018,2.0,Condominium/Strata,171
Alberta,Edmonton,7501 112 AV NW,T5B0E4,-113.45284,53.56142,314900.0,3,1,8/3/2018,3.0,Freehold,178
Quebec,Ville-Marie (Montréal),#105 - 2244 Rue Harmony,H2K3P9,-73.558777,45.531513000000004,229900.0,1,1,15/3/2018,1.0,Condominium/Strata,168
Nova Scotia,Fall River,14 Sandstone Avenue,B2T1P5,-63.618299300000004,44.8289041,399900.0,3,1,2/3/2018,5.0,Freehold,184
Newfoundland & Labrador,Blaketown,2 Country Lane,A0B1C0,-53.550625,47.467659000000005,239000.0,3,1,24/3/2018,3.0,Freehold,162
Ontario,Petawawa,9 MORNINGSTAR STREET,K8H0A1,-77.255143,45.892091,281800.0,3,1,1/3/2018,4.0,Freehold,181
Ontario,Casselman,3443 PICHE ROAD,K0A1M0,-75.044689,45.388897,549900.0,3,1,4/3/2018,4.0,Freehold,185
British Columbia,Vancouver,908 159 W 2ND AVENUE,V0V0V0,-123.1084889,49.269633,889900.0,1,1,3/3/2018,2.0,Strata,186
Ontario,The Blue Mountains,101 ALPINE CRESCENT,N0H2E0,-80.332839,44.50315,3000.0,3,2,9/3/2018,4.0,Freehold,176
Ontario,Listowel,265 Krotz Street W,N4W0E1,-80.962994,43.720773,399900.0,3,1,1/3/2018,3.0,Freehold,166
Ontario,Springwater,174 Trail Boulevard,L9X0S6,-79.757878,44.394242,2790.0,3,2,8/3/2018,5.0,Freehold,163
Quebec,Le Sud-Ouest (Montréal),#2 - 3440 Rue St-Antoine O.,H4C1A8,-73.583398,45.483453999999995,229000.0,1,1,3/3/2018,2.0,Undivided Co-ownership,180
Ontario,Kitchener,304 -  689 DOON VILLAGE Road,N2P1A1,-80.445841,43.394914,525.0,3,2,2/3/2018,4.0,Freehold,174
Quebec,Le Vieux-Longueuil (Longueuil),1964 Rue Dollard,J4K4N6,-73.4881511,45.51853624,164900.0,1,1,17/3/2018,2.0,Condominium/Strata,169
Quebec,Boucherville,#11 - 1230 Boul. De Montarville,J4B8C7,-73.42530705,45.58250816,189900.0,1,1,2/3/2018,2.0,Condominium/Strata,184
New Brunswick,Saint John,67 Glengarry,E2J2Y4,-66.01139599999999,45.311994,149900.0,3,1,3/3/2018,3.0,Freehold,182
Quebec,Sutton,#1 - 121 Ch. Morin,J0E2K0,-72.57887343,45.10736595,138000.0,1,1,2/3/2018,1.0,Condominium/Strata,185
Quebec,Beauport (Québec),#20 - 301 Av. du Sous-Bois,G1E0H1,-71.13453100000001,46.854769,208900.0,1,1,3/3/2018,2.0,Condominium/Strata,182
Alberta,Spruce Grove,235 Henderson LI,T7X0C5,-113.9438533,53.5599981,417900.0,3,1,8/3/2018,5.0,Freehold,178
Quebec,Rosemont/La Petite-Patrie (Montréal),5336 13e Avenue,H1X2X8,-73.571431,45.551655,348800.0,1,1,2/3/2018,2.0,Condominium/Strata,184
Quebec,Ville-Marie (Montréal),#1107 - 635 Rue St-Maurice,H3C0N6,-73.55929649,45.49973748,348000.0,1,1,7/3/2018,1.0,Condominium/Strata,174
Ontario,The Blue Mountains,104 FARM GATE ROAD #11,L9Y3Z2,-80.312398,44.510077,6000.0,3,2,2/3/2018,5.0,Freehold,178
Quebec,Blainville,#302 - 1208 Boul. du Curé-Labelle,J7C2N4,-73.89315194,45.68310968,224000.0,1,1,4/3/2018,3.0,Condominium/Strata,180
Alberta,Red Deer,76 Eastman Crescent,T4R1Y3,-113.768079,52.265896999999995,299900.0,3,1,22/3/2018,4.0,Freehold,163
Quebec,Lachine (Montréal),#103 - 2125 Rue Remembrance,H8S1X4,-73.68409792,45.43778147,209900.0,1,1,1/3/2018,1.0,Condominium/Strata,180
Alberta,Sunnyside,729 4 ST NW,T2N1P3,-114.071867,51.058839,1074500.0,12,1,14/3/2018,4.0,Freehold,171
New Brunswick,Dieppe,113 Desrosiers,E1A7R4,-64.708525,46.081224,266900.0,3,1,8/3/2018,3.0,Freehold,178
Alberta,Edmonton,#409 10250 116 ST NW,T5K1W4,-113.52173,53.54403000000001,109900.0,1,1,4/3/2018,1.0,Condominium/Strata,180
Manitoba,Gretna,593 Cobourg AVE,R0G0V0,-97.56360699999999,49.004121000000005,158000.0,3,1,8/3/2018,3.0,Freehold,177
Alberta,Bowness,6224 BOWWOOD DR NW,T3B2G2,-114.178036,51.083964,484900.0,3,1,13/3/2018,3.0,Freehold,171
Alberta,Edmonton,6508 129 AV NW,T5A0G3,-113.44246000000001,53.587759999999996,249000.0,3,1,6/3/2018,5.0,Freehold,165
Alberta,Edmonton,6508 129 AV NW,T5A0G3,-113.44246000000001,53.587759999999996,249000.0,3,1,6/3/2018,3.0,Freehold,165
Ontario,Aurora,75 BRIDGEPOINTE  CRCT,L4G3H8,-79.4342741,44.02997379999999,3200.0,3,2,23/3/2018,4.0,Freehold,164
Alberta,Lacombe,16 Eva Crescent,T4L0C9,-113.73003100000001,52.484967000000005,594900.0,3,1,7/3/2018,4.0,Freehold,166
Alberta,Coventry Hills,216 COVEMEADOW CL NE,T3K6H1,-114.06275500000001,51.170947999999996,424990.0,3,1,10/3/2018,3.0,Freehold,164
Alberta,Stony Plain,6 Glendale CR,T7Z1A8,-114.00447,53.52001,299000.0,3,1,6/3/2018,4.0,Freehold,180
Nova Scotia,Glace Bay,42 Bay Street,B1A3V1,-59.9625489208465,46.197180789871105,143000.0,3,1,8/3/2018,3.0,Freehold,176
Alberta,Glenbow,#2212 625 GLENBOW DR,T4C1E8,-114.475393,51.190540000000006,184900.0,1,1,2/3/2018,2.0,Condominium/Strata,168
Alberta,Wetaskiwin,142 Maple CR,T9A2E5,-113.38577,52.97594,229900.0,3,1,2/3/2018,1.0,Freehold,168
Alberta,Wetaskiwin,142 Maple CR,T9A2E5,-113.38577,52.97594,229900.0,3,1,2/3/2018,4.0,Freehold,168
Alberta,Lethbridge,135 Canyon Estates Way W,T1K7A4,-112.854304,49.653464,599900.0,3,1,2/3/2018,5.0,Freehold,185
